ID.train,amplitude,beyond1std,color_diff_bj,color_diff_hk,color_diff_jh,color_diff_rj,color_diff_vj,flux_percentile_ratio_mid20,flux_percentile_ratio_mid35,flux_percentile_ratio_mid50,flux_percentile_ratio_mid65,flux_percentile_ratio_mid80,fold2P_slope_10percentile,fold2P_slope_90percentile,freq1_harmonics_amplitude_0,freq1_harmonics_amplitude_1,freq1_harmonics_amplitude_2,freq1_harmonics_amplitude_3,freq1_harmonics_freq_0,freq1_harmonics_rel_phase_1,freq1_harmonics_rel_phase_2,freq1_harmonics_rel_phase_3,freq1_lambda,freq2_harmonics_amplitude_0,freq2_harmonics_amplitude_1,freq2_harmonics_amplitude_2,freq2_harmonics_amplitude_3,freq2_harmonics_freq_0,freq2_harmonics_rel_phase_1,freq2_harmonics_rel_phase_2,freq2_harmonics_rel_phase_3,freq3_harmonics_amplitude_0,freq3_harmonics_amplitude_1,freq3_harmonics_amplitude_2,freq3_harmonics_amplitude_3,freq3_harmonics_freq_0,freq3_harmonics_rel_phase_1,freq3_harmonics_rel_phase_2,freq3_harmonics_rel_phase_3,freq_amplitude_ratio_21,freq_amplitude_ratio_31,freq_frequency_ratio_21,freq_frequency_ratio_31,freq_model_max_delta_mags,freq_model_min_delta_mags,freq_model_phi1_phi2,freq_n_alias,freq_signif,freq_signif_ratio_21,freq_signif_ratio_31,freq_varrat,freq_y_offset,linear_trend,max_slope,median_absolute_deviation,median_buffer_range_percentage,medperc90_2p_p,p2p_scatter_2praw,p2p_scatter_over_mad,p2p_scatter_pfold_over_mad,p2p_ssqr_diff_over_var,percent_amplitude,percent_difference_flux_percentile,qso_log_chi2_qsonu,qso_log_chi2nuNULL_chi2nu,scatter_res_raw,skew,std,stetson_j,stetson_k,freq_rrd
163335,0.09895,0,3.246,0.394,0.41,1.841,2.392,0.11424714581,0.232636604721,0.358805840791,0.505156941286,0.684254627904,-1.81528316736,1.99041794705,0.0152249785403,0.000619943264855,8.39092085686e-05,6.87099178283e-05,10.1754241816,0.524480095495,1.85081669316,-2.80100341234,34.1637565621,0.0139561283309,0.00108775203771,0.000168410709992,6.60437898642e-05,24.0240923867,-1.09878808432,0.179969304778,-1.18311647085,0.0130519836885,0.000355729755404,0.000176800347458,2.66466604357e-05,6.83595742192,-0.873819219727,-1.48314552216,-2.92928243173,0.916659967298,0.857274356999,2.36099173439,0.671810560417,2.45553421346e-10,9.33982769596e-11,0.331563994198,0,4.04194386959,1.01288792509,1.06157464558,7.7660274967e-06,-0.00169584157475,-2.64561594599e-05,125,0.0195,0.503937007874,0.906054355293,1.20033372101,1.35384615385,1.48974358974,1.32963399788,0.110307355643,0.105425406891,-0.116086500922,0.558023412628,0.672009632189,0.637072702136,0.0330559061026,-0.931493964521,0.950369488973,0
163328,0.01945,0,-0.052,0.043,-0.057,-0.004,-0.025,0.205261578629,0.305061600261,0.461110667403,0.60530963566,0.869440220605,-0.00651789539624,0.00413243143133,0.00410073937692,0.000355630867374,3.11886064659e-05,3.18287300702e-05,0.885682551651,-0.943240154194,2.85930634052,1.94021900673,51.4413226157,0.00338426483942,0.000535878677049,2.09512517725e-05,1.42695415585e-05,25.9613598982,-0.827395058729,0.614487792706,1.84769912257,0.00351267478507,0.000137631919624,8.91712696874e-05,2.60361269935e-05,24.3611600799,-2.86141183981,-0.217838951708,2.57547702976,0.825281620788,0.85659547272,29.312263011,27.5055210634,9.19953943752e-11,7.26139755963e-11,0.319993653925,0,3.52464206632,1.00124745079,1.13242275258,9.50277795979e-07,-0.000468677759582,-2.84773415143e-06,44,0.0046,0.417910447761,1.1195148033,0.765188852494,1.1847826087,1.29347826087,1.95773321938,0.0187944410628,0.0176817187075,-0.393068592052,0.474309652644,0.523790804159,0.0932380262892,0.00696468640794,-0.997526542869,0.983951242198,0
163333,0.0127,0,0.999,0.046,0.139,0.555,0.723,0.204933600818,0.313921488637,0.429979753788,0.539471742555,0.783337959698,-0.0294241346427,0.0127358013517,0.00235788211583,0.000219159264062,2.12120350082e-05,1.86657202592e-05,0.488922516036,-2.82445355254,-0.875689983805,-0.978200718769,37.8973459701,0.00190084164557,0.00016207826255,1.15056251057e-05,1.03159461222e-05,18.2451073255,-1.45548439839,-0.270718702122,0.966221118371,0.00170613450544,8.94346716994e-05,3.76024822046e-05,6.01759187656e-06,4.46851631353,-2.83916058267,-1.09409721668,-0.711749376473,0.806164834455,0.723587703553,37.3169709455,9.13951836329,1.41855871667e-11,1.20617864655e-11,0.417110479366,0,4.05833706723,0.978095971052,0.970949220244,7.96538277736e-07,0.000320056866375,-4.43754337891e-06,51,0.00255,0.490740740741,1.11587442936,1.07474741054,1.17647058824,1.29411764706,1.64313582731,0.0136750934741,0.0103378547482,-0.643136894414,0.468668494661,0.719338898545,0.517257577002,0.00401321750974,-0.999185414643,0.942374921687,0
163324,0.7932,0,1.323,0.03,0.133,0.91,1.065,0.107351109636,0.203861124549,0.327803895729,0.564303958021,0.760372793793,-9.35539075039,6.28695962062,0.478687762472,0.218291551171,0.137273385714,0.0744215988604,2.2129748637,2.24554300124,-1.59332379396,1.13038237712,0.242857392729,0.0601424828086,0.00348486387163,0.000597803011678,0.000177799385012,9.17978156889,0.107648697695,-2.06438823599,-2.36432004811,0.0464179912889,0.00223515383463,0.000455058811558,0.000365131630187,6.45800746054,-0.900550138742,2.50098383338,1.3990906961,0.125640318228,0.0969692457757,4.14816350582,2.91824709194,1.15812196736,0.0525686215352,0.0802069083777,0,7.79946031077,0.55624164793,0.491038526839,7.75006297728e-05,0.000472191430326,-4.83715537028e-05,2,0.18335,0.432692307692,1.51704274049,0.163297431137,0.732478865558,0.352331606218,1.04926396974,2.22210730856,1.87304007479,4.94803520162,0.0502433911634,0.197223786911,-1.00721468169,0.430283597213,2.78706643887,0.851471715158,0
163326,1.8125,0.00862068965517,8.657,0.486,0.964,6.751,7.472,0.218846653505,0.310576232719,0.511512876369,0.799062935468,0.934623556664,-0.0172948613398,0.0284515795679,1.37380937117,0.2255619932,0.0698885436701,0.0071083346211,0.0025512641884,0.00993839241731,2.32281162009,-1.90429565103,0.139083935038,0.0662614114148,0.00640678699504,0.0048666415874,0.000539599157238,0.00125862366628,1.67530367141,1.52766701089,-3.0507003849,0.0495844099365,0.00461217583686,0.00054050551184,9.26357260817e-05,10.3053724615,0.777078355223,-2.54931774019,-3.08697311749,0.0482318819519,0.0360926420921,0.493333333333,4039.32,8.03290567397e-09,2.61904333776e-08,0.28330873278,0,8.53578856819,0.61382179436,0.542313664525,8.87283005812e-05,0.600988316785,-3.50390105491e-05,60,0.5905,0.396551724138,0.791139330097,0.438410974987,0.102455546147,0.110584250635,0.332715784241,1.99722951065,2.06358167808,3.43675959269,2.803485082,0.0720165720652,0.592793512953,0.759931197357,5.89807529739,1.01082651895,0
163329,0.0195,0,1.271,-0.021,0.202,0.81,0.988,0.153692799109,0.335791556318,0.427313681841,0.580093769734,0.772692227847,-0.0322779221918,0.0466391562866,0.0067605106936,0.00111640246753,0.000525663872941,4.76756267613e-05,0.293145130585,-0.451341572605,-1.63391944163,-0.471679125912,17.2882798088,0.00465686476439,0.00079022838432,9.27432832226e-05,2.26522170993e-05,1.48578750257,1.40385577368,-0.512942474492,-0.335752751744,0.00312941244039,0.000212233220495,7.71594138275e-05,1.55403243077e-05,2.57597608378,-2.33386566783,-1.38278656717,-2.58531555838,0.688833281307,0.462895864265,5.06843657817,8.78737463127,6.39665429999e-11,1.14267591049e-10,0.287707024444,0,4.73345505475,0.93117426158,0.813040321741,2.08685773427e-06,-0.000485356073428,5.07668763817e-06,76,0.0061,0.284090909091,0.951618763859,1.17641047794,0.72131147541,0.819672131148,0.863058709599,0.0186852081085,0.0260214909669,-0.0648301321924,0.989787903471,0.520206189396,0.119679658963,0.00856594949217,-0.996271740884,1.02290041206,0
163331,0.02835,0,0.767,0.083,0.042,0.398,0.541,0.149357746976,0.260179165363,0.358318091126,0.510913058772,0.768583623502,-0.00937974763793,0.0105344467299,0.0061326654376,0.00061097712856,9.62362924034e-05,3.2240715409e-05,4.11544893004,2.86076729226,1.33202050667,-0.206427530424,38.8238555855,0.0064069895319,0.000343029012149,0.000122395509383,6.59568451962e-05,0.00445909935149,0.365778872919,1.25352645968,-2.97525206437,0.00444216661869,0.000229620994026,2.70222245327e-05,2.69522508861e-05,30.0932624377,-1.86879929916,1.05634079844,2.16730705217,1.0447316256,0.72434517485,0.00108350253576,7.31226725182,6.84428382025e-12,2.51865646395e-11,0.420060274704,0,4.19163006329,0.996253175899,0.942990820519,1.75399796481e-06,-0.000134835602005,-3.08343009374e-07,50,0.00595,0.471153846154,1.13218716235,0.917595645575,1.6974789916,1.52941176471,1.6804913014,0.0277006397421,0.0325530952268,0.193694790185,0.21786843983,0.763416900017,0.0654470748646,0.0107146052353,-0.994149510723,0.976885566522,0
163325,1.82775,0,9.768,0.537,0.791,8.086,8.723,0.146181915445,0.260579587334,0.366715432196,0.489209517544,0.817634312393,-0.0189978758956,0.0242579928826,1.54169536027,0.132014362186,0.118125651875,0.0528315317777,0.00247464231058,0.372437734053,2.50821656072,-2.27335806826,0.264917132724,0.121602085379,0.00518504177927,0.0058565249131,0.00106106134765,0.152241350915,1.35461404748,-2.29066936532,1.44375506086,0.0661919780895,0.00308995286031,0.00131632780433,9.0803748805e-05,0.701272951767,-1.77453468657,2.13837364626,1.55071495143,0.0788755603164,0.0429345380386,61.5205479452,283.383561644,4.72493255632e-08,7.74053909858e-09,0.325413792181,0,7.63717210534,0.747638232737,0.644547489292,0.000345342287403,-0.148213563406,-0.000214862835779,46,0.90755,0.13829787234,0.908808988237,0.540606666294,0.0569665583163,0.0525590876536,0.176972441734,6.35597085743,4.59898664973,4.02486530946,4.60446894588,0.0584649206318,-0.250363517191,1.07539931237,9.28995599414,1.09492722999,0
163336,0.0354,0,-0.036,-0.016,-0.075,0.012,-0.011,0.280852972636,0.390166160076,0.509800757591,0.706203256842,0.841587595124,-0.0385593005548,0.0670462110348,0.0165815078733,0.00527722106305,0.000932682956117,0.000197365542864,0.541838434042,1.23714626442,1.20799284285,1.20955263454,3.61318675881,0.00350357682408,0.000229003650966,1.56919257444e-05,1.57703114893e-05,12.8532882229,-0.167036084211,-0.209466574658,-1.11210167423,0.00268424056137,0.000215612062867,0.000107070479532,9.48567939706e-06,2.58343529691,-1.97278574664,-0.610465912441,2.50032829462,0.211294223111,0.161881572043,23.7216251475,4.76790706343,3.79623173175e-11,2.43521602189e-10,0.217839240555,0,7.55966100641,0.512793173342,0.50003904371,9.96297762847e-07,-0.000819961652488,6.22895233234e-06,32,0.0096,0.350877192982,1.22356647325,0.69680729937,0.6875,0.53125,0.803504266837,0.0382931767202,0.0378480386425,-0.377935224934,1.49035480404,0.261128910578,-0.408870847474,0.0141161483976,-0.98981858826,1.07072426517,0
163330,0.26915,0,1.467,0.066,0.282,0.626,0.961,0.278638131584,0.427643577243,0.535997169193,0.639855488144,0.848547347921,-2.32804540009,1.39068895999,0.18743995075,0.0530669348223,0.0222688460261,0.00278936272001,1.66776909971,2.85916636091,-0.358419791765,3.02281015404,1.07836773734,0.0240538268568,0.00102958484798,0.000534925619445,4.32886282705e-05,10.791753112,2.02334771443,-1.80856509759,0.541607938558,0.0201900216788,0.000845572252448,0.000140006034489,3.2540060702e-05,5.08703370303,-0.370460457857,2.64549494579,-2.51239440077,0.128328175293,0.107714612589,6.47077171168,3.05020263532,8.66284211032e-10,6.47171094492e-09,0.571384998612,0,7.26900136244,0.51857312445,0.522202426203,1.37836326102e-05,-0.00329377609591,2.01254037652e-05,41,0.1268,0.153846153846,0.979197060973,0.178240271683,0.559936908517,0.339511041009,1.10599063377,0.348962882592,0.440750600399,2.33585151992,0.337849934075,0.152730585297,-0.21896528538,0.148646539178,0.625984549014,1.11079512475,0
