ID,RA,DEC
163790,128.867493,-7.9822917
163795,100.064032,-47.2963203
163789,275.345778,-18.8599994
163793,76.481293,-67.8863692
163788,36.831355,32.7396875
163796,105.728236,-4.2392314
163798,167.14166,-61.9471747
163801,154.259493,-57.9130169
163804,105.812908,-59.1781089
163808,76.631851,55.3535317
163800,147.747324,59.0387356
163807,82.699076,-71.067305
163802,261.145075,-26.9247214
163811,313.890285,-56.7419775
163817,341.603219,59.4422028
163812,339.804892,64.8584992
163818,273.394022,-65.2370433
163816,315.026591,42.5975592
163810,88.457138,-68.3131447
163809,339.785005,-52.6919714
163815,217.438612,38.8612911
163813,160.830477,-63.0088489
163820,140.567363,-55.9603194
163821,76.69022,-4.6551631
163826,248.628717,-63.1335633
163828,291.366304,42.78436
163824,352.303189,63.3743042
163834,273.579448,76.6856697
163832,88.636084,-35.0851203
163835,333.759125,57.0435867
163833,281.39841,21.9846822
163829,229.940476,-66.4960347
163831,117.303598,-46.8577175
163837,248.75298,60.4681219
163839,106.027216,20.5702969
163843,350.159344,23.7403369
163842,211.616582,37.8281878
163846,94.757676,17.3252589
163840,123.267567,-34.5785269
163844,117.918157,-42.8882022
163847,192.991231,-26.7382747
163845,161.160295,68.7757492
163848,303.34859,38.7290197
163852,119.102403,31.6955756
163855,291.600563,13.0238017
163858,83.05313,18.5942342
163851,273.732826,36.6703425
163856,223.932505,76.3065689
163857,303.401357,53.6593197
163860,357.889344,47.4877628
163861,297.641342,32.9140583
163869,255.417138,75.2974975
163863,340.217279,56.8294664
163862,273.80378,-20.7282697
163867,297.681178,-71.7714572
163868,100.618373,-42.3713219
163865,359.395671,62.7182447
163871,327.92267,43.1340372
163864,10.950053,42.282155
163873,217.92838,60.2256356
163875,325.637324,10.8243139
163879,297.755147,-65.6050872
163880,135.78245,44.5855906
163872,24.30842,57.7592161
163881,309.397134,-61.5299183
163876,205.818153,-67.4013856
163877,230.349815,31.3673847
163884,216.482828,0.9927125
163882,148.458743,-51.1467133
163890,5.929544,29.4010061
163888,340.369379,40.2254489
163883,161.426521,-41.4974161
163887,359.574914,61.22106
163886,303.095117,32.8716217
163885,340.360532,56.4327864
163891,321.715089,48.8351683
163889,285.927018,21.26835
163898,285.995931,-4.3171994
163899,168.042191,-61.7548728
163901,181.327995,-62.0528175
163897,303.632363,36.6610003
163895,64.006607,-51.4866481
163892,199.363857,-10.5462878
163893,123.093346,-36.9437586
163900,199.716428,33.4386925
163903,268.165339,29.72118
163902,286.008794,33.0376756
163906,255.724276,-38.4602269
163904,218.137851,-56.8877153
163909,291.983593,24.3473508
163908,83.406324,-62.4898253
163912,280.252766,-6.0972258
163917,35.965602,55.3648611
163918,181.063326,18.7824356
163920,346.791999,58.5541939
163913,155.17097,-55.3213953
163919,199.865687,45.5271278
163923,328.265702,25.9251397
163922,268.26699,77.3839667
163926,155.263918,68.7476511
163925,37.972405,57.6976444
163927,24.731785,58.1563
163928,101.048952,36.9940008
163929,272.275878,31.0211694
163931,155.523685,-49.5312161
163933,206.262567,32.6546414
163932,359.880494,-2.8437908
163930,193.591657,-58.4306133
163934,77.59495,-68.7732806
163935,218.388393,31.7546189
163938,328.397397,-82.7788258
163936,359.896005,-1.8499186
163939,18.171538,61.2133494
163942,286.264105,57.1256589
163941,199.56046,49.6820625
163943,155.345736,-61.0740928
163944,118.123921,-54.3671647
163949,303.993029,35.0147247
163952,253.020212,14.974215
163947,118.152143,-17.3835425
163951,292.254118,1.9504475
163946,130.073273,-52.9218872
163953,212.395966,-51.5046719
163950,193.735505,47.1967219
163958,334.690021,56.1260853
163954,258.266676,35.9786228
163955,224.633029,-43.13396
163957,316.06932,39.9722547
163962,18.377093,-73.3362044
163960,309.968556,-36.0335536
163959,292.339003,-7.0440864
163961,3.790885,58.4242908
163964,304.113342,27.7760719
163967,64.533795,42.1411592
163973,167.42143,-58.8377242
163969,64.560908,50.2955022
163966,130.199135,-45.0583981
163972,231.029167,36.8668294
163968,193.868953,65.4384736
163971,77.845297,-11.8490889
163974,231.04712,-62.6771019
163975,95.674939,-17.9559178
163978,341.031273,55.5892258
163982,353.656405,40.2364411
163977,181.45783,-69.5730531
163980,17.266463,-72.5382358
163984,334.878161,51.4707753
163988,304.250114,37.4232703
163992,322.164988,70.5607161
163986,325.87692,58.7800461
163990,237.223029,36.2479408
163993,314.117933,30.4278639
163996,231.135298,-80.4406247
163999,161.21127,-35.3440203
163997,292.55356,46.1478003
164003,194.107964,65.9943911
164000,112.697784,-9.7768897
164005,51.489087,49.1207567
164004,130.487119,-45.4107139
164008,78.093577,73.9466742
164012,155.860327,-4.0740347
164007,237.380466,39.5716367
164010,84.025972,-7.3964778
164009,286.784691,-18.7381708
164023,122.383126,-47.3365878
164020,280.9313,-7.7310958
164021,107.314212,-13.786095
164017,130.567472,-48.0990906
164022,341.37592,-88.8182942
164016,143.060839,-62.7888739
164018,82.910093,-67.4698806
164014,31.952002,58.4435342
164019,64.90294,21.7734911
164015,304.446674,38.0329303
164025,225.161327,47.2774414
164027,318.824377,0.0763467
164024,64.945247,48.9532717
164026,298.808198,-59.1956506
164028,112.737448,-57.9911775
164030,136.927154,-44.63244
164029,71.894356,-79.8072372
164031,101.75618,-21.0154017
164033,355.877478,61.9300406
164039,225.259322,-64.5760525
164040,213.065851,2.4094328
164035,248.167608,66.7549842
164041,304.638643,37.4497378
164034,101.779377,30.2761936
164037,268.629999,30.4104761
164042,194.401076,-49.7805808
164045,207.066422,39.9008381
164046,213.139436,-9.9000764
164050,209.39192,29.8579692
164049,328.721476,56.6112272
164044,290.712016,26.2624031
164059,45.564368,-71.9024567
164054,58.427928,-24.61223
164057,12.471927,60.1273889
164058,137.06562,-51.4362783
164061,72.138771,-11.7522464
164053,324.480102,62.0819397
164052,299.005267,16.6347992
164056,175.70091,-58.9933961
164060,275.189293,71.3378144
164070,250.074675,-23.8958833
164069,182.146133,-0.4567583
164066,182.108653,48.9684947
164068,213.2647,-65.4479661
164062,323.803466,78.6244975
164065,219.298245,26.7365731
164064,200.888862,-16.6660806
164067,219.299861,-62.0108981
164074,58.59071,58.6533261
164076,266.780726,-59.9943356
164077,124.88233,35.0456706
164073,347.91966,59.6997172
164079,17.438817,38.1245358
164078,162.899035,-59.3850078
164081,72.239469,-47.1345144
164080,58.8172,-12.0991047
164083,293.08659,-23.8535408
164084,275.331454,-16.3739047
164087,293.122106,56.3881944
164085,12.67161,-50.9868156
164089,231.812225,50.6195606
164088,269.411039,-40.5575597
164090,304.902482,47.8941892
164091,6.065239,52.0199139
164092,65.388195,46.4988778
164096,207.376155,-41.6877092
164097,2.294521,59.1497797
164094,310.850803,35.5878014
164102,287.316621,10.5524878
164098,329.466354,61.0188622
164103,78.774447,-46.9180097
164105,287.941704,31.2834558
164104,304.98351,46.8373194
164100,329.469554,56.1639067
164107,71.539779,-49.2458497
164111,90.499952,16.5157583
164113,335.779235,55.96323
164116,244.25389,-50.0681219
164118,287.427541,64.8589303
164121,317.19519,-88.9564989
164126,275.658329,32.9590481
164128,256.522908,-26.5805639
164122,305.116566,43.8545206
164120,293.3741,36.0220089
164119,354.637034,-9.3187428
164127,156.711986,-59.6695442
164133,190.962487,-63.0874414
164137,269.717943,45.4762206
164129,354.701652,59.3918286
164138,81.004888,24.9604383
164132,182.613281,-7.7739756
164136,163.260357,-49.9063167
164141,21.077813,43.1420967
164144,342.158319,56.3215403
164145,65.497644,19.5351192
164142,105.325039,55.3304906
164143,79.001991,-9.8098392
164149,173.214886,-12.0351208
164148,161.739468,-56.7571922
164151,155.28796,-34.7885397
164155,26.427217,8.5592381
164153,201.556082,56.2569625
164152,64.275262,41.7318417
164159,173.265613,12.1538578
164154,339.224809,56.9058294
164158,318.955497,-43.1944436
164160,76.534831,33.9186867
164161,137.78124,-43.2698492
164164,77.667608,49.6876097
164168,76.124962,-3.7873
164171,173.356003,-70.1947886
164166,3.30897,15.1835958
164170,106.844115,-23.840722
164162,101.118612,-31.070523
164172,134.71814,-47.2346878
164175,115.295869,76.0739217
164180,272.94834,-16.893932
164178,182.089582,-50.7224256
164176,319.09461,-30.2841861
164174,135.092731,-43.173991
164179,94.032045,-16.6180064
164184,240.134299,46.9238144
164187,146.392846,34.5118819
164186,160.322982,-59.676916
164190,29.896346,54.82222
164193,204.97191,-53.4663939
164192,54.122412,48.1926336
164194,39.870653,0.3285106
164196,41.180465,61.4647103
164195,187.615422,40.5088658
164198,358.595968,57.4993822
164199,221.774121,39.3171094
164200,111.167448,-16.2014728
164203,36.690197,10.5653011
164204,214.152417,42.3599172
164215,176.7825,61.4019444
164207,3.61768,56.2529317
164212,112.641976,-34.0905978
164213,180.021186,-78.1929344
164216,255.447448,-58.9582447
164211,178.459489,0.5521144
164219,338.147839,20.2300189
164217,109.867425,-16.3952442
164221,175.319413,-33.7092222
164220,344.26876,48.6840681
164226,218.876766,-42.1578244
164223,335.579346,-60.8706967
164222,319.479485,34.8968978
164227,246.755979,-18.4562511
164224,20.299392,85.1321292
164230,283.833755,43.9460886
164229,273.302905,-41.336111
164231,81.119236,-2.397146
164237,240.515799,17.4806714
164232,310.326126,48.1413431
164238,304.47352,59.792675
164233,112.7686,82.4114658
164235,310.339778,52.5875419
164234,3.809719,60.3404686
164239,171.623506,-17.9143533
164241,78.163458,42.8317814
164244,188.370601,69.7882378
164243,355.628468,43.01435
164246,324.27013,-19.466012
164242,108.702725,-26.7726675
164250,232.878423,-73.3895908
164252,300.283263,-30.5107992
164251,71.875089,-55.6849158
164255,187.551681,31.5033489
164253,336.824239,56.2532714
164258,51.926634,44.1767997
164259,181.772917,-78.7411111
164260,93.05576,50.2278953
164261,133.746534,-47.5924069
164264,2.40221,51.5669092
164270,185.140173,-22.2159011
164268,299.500593,-65.7360978
164267,267.618303,-53.6124061
164265,152.943584,-58.0605436
164266,129.255429,-44.1146767
164263,41.98301,-12.4606492
164272,262.960389,-49.8761447
164271,292.880863,34.70496
164273,285.551172,-46.6533567
164276,130.800892,-79.0700817
164278,130.806147,3.398662
164275,287.057292,1.2986528
164274,182.02177,-50.6612783
164280,349.356625,60.8453611
164281,290.036457,41.6830811
164282,220.85568,26.5278503
164289,39.01074,6.4324186
164288,199.385586,40.5726075
164286,177.421101,-63.7884783
164287,282.749468,-20.29523
164291,260.81698,-47.468197
164300,276.918945,49.3092589
164299,292.63801,3.4444033
164293,123.400644,-46.9916281
164295,182.227453,-41.2316047
164301,302.356746,36.8396217
164309,239.54737,-14.279359
164305,119.050339,-44.1425706
164306,304.885091,38.7316558
164310,230.343007,-40.6475178
164307,158.006098,-61.6853325
164308,315.505548,-71.8333831
164314,264.866193,46.0063319
164313,174.959753,-47.9642478
164316,207.404121,-42.4737317
164311,21.01058,-8.0074158
164319,133.160855,-48.3590972
164320,97.992962,-58.753835
164318,345.021253,56.9453739
164321,145.320864,-23.5915142
164323,24.428528,-57.2367575
164322,102.235055,-37.2759256
164325,71.02217,-8.503571
164329,331.153196,-26.822359
164328,171.273975,-60.7346222
164330,71.425806,75.1009625
164332,78.841584,40.0780281
164331,241.230065,-51.9535125
164333,107.895907,40.7769819
164342,39.381307,71.3045153
164335,67.278856,-13.0483694
164339,283.054312,-62.1875936
164343,230.414725,14.3147461
164334,155.228317,-56.0432203
164341,39.259757,34.2642681
164344,83.381791,18.5402308
164347,93.719405,22.5067989
164346,110.752905,-31.9237811
164352,287.878653,16.8605997
164350,84.796443,4.121467
164348,77.286596,-8.754081
164354,193.507289,55.9598211
164355,239.868284,-40.3642344
164364,9.2135,-73.2451111
164357,345.275781,-87.0530469
164358,102.460246,-32.5084778
164366,9.3338333,-73.6591944
164361,9.0809583,-73.4313889
164360,325.0778,68.3894108
164362,9.2460833,-73.5811389
164363,9.26325,-73.5379444
164365,9.1609167,-73.6761667
164376,10.1137083,-72.9975
164369,9.630125,-73.8223333
164372,9.8904167,-73.0241667
164371,9.754375,-73.1308611
164370,9.6585417,-73.24825
164367,9.3913333,-73.1021389
164373,9.896,-73.2168333
164368,9.5127917,-73.4747778
164374,10.017875,-73.0123056
164375,10.1615,-73.0065278
164377,10.1456667,-73.5010833
164381,10.3701667,-73.3834722
164385,10.6175417,-73.7588889
164379,10.2730417,-73.6971111
164382,10.5157083,-73.4291111
164383,10.555375,-73.2194167
164380,10.35875,-73.2791389
164378,10.2133333,-73.2382778
164386,10.5956667,-73.5399444
164384,10.5602917,-73.2790556
164388,10.7129583,-72.8012222
164391,10.7840417,-73.0613611
164389,10.7227917,-73.4640556
164390,10.7333333,-73.3069722
164395,11.1215833,-73.5618889
164396,11.456125,-73.3958333
164387,10.6285417,-72.7808333
164392,10.8990833,-73.3495833
164393,10.9525,-73.4096944
164394,10.9919583,-73.0326944
164398,11.5535833,-72.7823333
164397,11.514125,-73.5191111
164399,11.5525833,-73.1038889
164401,11.7020417,-73.4108889
164400,11.5652917,-73.3278889
164404,11.7937083,-72.9788889
164403,11.7837917,-73.3985556
164406,11.8373333,-73.5239722
164402,11.69475,-72.9770556
164405,11.8129167,-73.3386667
164407,11.9078333,-73.3784444
164408,11.9104583,-72.7125833
164410,12.01425,-73.0018889
164409,11.9403333,-73.2545
164414,12.0449583,-73.4640556
164411,12.0226667,-73.1651389
164412,12.0002917,-73.5306944
164413,11.9952917,-73.50025
164416,12.0927083,-72.9195278
164415,12.0898333,-73.1214722
164417,12.13375,-73.3005833
164418,12.0745833,-72.6558889
164420,12.20425,-73.32925
164424,12.475875,-72.6816667
164419,12.196375,-73.09325
164421,12.2465417,-72.7336667
164423,12.388875,-73.1091389
164422,12.364,-72.9935
164426,12.5097083,-73.3858611
164425,12.456,-73.2841944
164431,12.6916667,-72.6827778
164433,12.6836667,-72.8851944
164432,12.732625,-73.00375
164429,12.6832083,-72.7451111
164434,12.75375,-72.85025
164428,12.599125,-72.6799167
164427,12.5736667,-73.1529444
164435,12.807375,-73.2343611
164430,12.7060833,-73.0083611
164436,12.820625,-72.8448611
164439,12.83725,-72.9678056
164445,13.1414167,-72.7165278
164444,13.0430833,-73.2221667
164440,12.9667917,-73.0635
164437,12.8267083,-73.0839444
164441,12.9915833,-72.6775
164442,12.9829583,-73.4079167
164443,13.0447917,-72.9245833
164438,12.8397917,-73.5968333
164446,13.15475,-72.7808889
164447,13.2309167,-72.9884444
164450,13.3165,-72.5255278
164449,13.3079167,-72.8785
164453,13.435875,-73.2148889
164456,13.5059167,-72.7913056
164452,13.414,-73.1557778
164455,13.426,-73.4205833
164454,13.444,-72.6103056
164451,13.3447083,-72.58925
164448,13.3229167,-72.9560833
164461,13.7080417,-73.2501667
164462,13.7410833,-72.4524444
164457,13.5205833,-73.0975278
164466,13.797375,-72.6386111
164458,13.5357917,-72.9427222
164463,13.7236667,-72.6974167
164464,13.746625,-72.7875556
164459,13.627125,-72.7113611
164460,13.7069167,-72.7165278
164465,13.7625417,-73.2330556
164467,13.9031667,-73.0093889
164476,14.4900833,-72.6356389
164469,13.95925,-72.5218611
164471,14.0768333,-73.0629722
164474,14.3325,-72.5866389
164473,14.3514167,-72.6753611
164468,13.9774167,-72.5418611
164475,14.446625,-72.3009722
164470,14.0484167,-72.58125
164472,14.11975,-72.7133056
164479,14.74725,-73.0834167
164481,14.70875,-72.5281389
164477,14.5271667,-72.61975
164483,14.8058333,-72.6470556
164480,14.7067917,-73.0145278
164478,14.5896667,-72.9806944
164482,14.7767917,-72.3625833
164486,15.0265417,-72.5013333
164484,14.799625,-72.92175
164485,14.9534583,-73.0187778
164493,15.53325,-72.6636111
164492,15.2469583,-72.6218333
164496,15.5824167,-72.8638611
164489,15.1613333,-72.7487778
164490,15.2105417,-72.0786389
164488,15.067625,-72.7908056
164494,15.550125,-72.686
164487,14.9922917,-72.7040833
164495,15.6407083,-72.7913333
164491,15.2589583,-72.2651111
164500,16.4595,-72.4930278
164502,16.5720833,-72.3671389
164499,16.2854583,-72.6678611
164503,16.572125,-72.3671111
164497,15.7545417,-72.4863611
164504,16.5737917,-72.4118611
164498,15.892375,-72.3613889
164501,16.49425,-72.5219444
164505,16.5737917,-72.4119167
164506,16.6448333,-72.6845556
164508,16.838625,-72.32775
164507,16.6367083,-72.3430556
164514,75.1194583,-68.7681944
164512,75.073125,-68.8769722
164510,16.9055417,-72.7640556
164509,16.86875,-72.7576667
164516,75.1830417,-68.6587222
164517,75.2385,-69.1437778
164518,75.2777917,-68.8904722
164515,75.1689167,-69.1344722
164511,17.2604167,-72.8385833
164513,75.1039167,-69.4299167
164519,75.311,-68.6548889
164520,75.3295,-69.0881944
164522,75.455,-69.3293056
164521,75.4264167,-69.3438056
164523,75.4635417,-69.2055833
164525,75.5310417,-69.1385833
164524,75.5150833,-68.9995278
164526,75.6062917,-68.8227222
164527,75.72525,-69.3110556
164529,75.729625,-68.8841389
164533,75.8707083,-68.9223889
164535,75.9069583,-69.1696667
164536,76.0488333,-69.2031944
164531,75.82325,-69.4968889
164530,75.7741667,-69.1175833
164532,75.8455417,-69.3500833
164528,75.6530833,-69.4793611
164534,75.9047917,-69.1419722
164544,76.3356667,-68.6546944
164539,76.0707917,-69.0619444
164541,76.1401667,-69.4327778
164543,76.2568333,-68.9226667
164545,76.351125,-68.7101389
164538,76.0597083,-68.7509444
164546,76.3843333,-69.1299167
164537,76.0537917,-68.9539167
164540,76.1285417,-69.3543611
164542,76.1895833,-69.0297778
164547,76.454,-69.4675833
164548,76.4289167,-70.0891389
164550,76.5625833,-69.1508056
164549,76.4250417,-69.2905278
164551,76.4965417,-68.6635278
164559,76.6434583,-68.4289444
164553,76.5409167,-69.1860833
164554,76.5928333,-68.6320278
164556,76.6075417,-68.3490556
